1,,
2,,
1,2,
1,12,
1,13,
1,23,
1,24,
1,25,
1,45,
1,52,
2,3,
2,7,
2,8,
2,13,
2,14,
2,18,
2,19,
2,25,
2,30,
1,2,3
1,2,7
1,2,8
1,2,12
1,2,13
1,2,14
1,2,18
1,2,19
1,2,23
1,2,24
1,2,25
1,2,29
1,2,30
1,2,34
1,2,35
1,2,36
1,2,40
1,2,41
1,2,45
1,2,52
1,2,59
1,2,66
1,12,23
1,12,24
1,12,45
1,13,14
1,13,18
1,13,19
1,13,23
1,13,24
1,13,25
1,13,29
1,13,30
1,13,34
1,13,35
1,13,36
1,13,40
1,13,41
1,13,45
1,13,59
1,13,66
1,23,45
1,23,52
1,23,66
1,24,25
1,24,29
1,24,30
1,24,35
1,24,36
1,24,40
1,24,41
1,24,52
1,24,59
1,25,30
1,25,36
1,25,41
1,25,66
2,3,7
2,3,13
2,3,18
2,3,24
2,3,25
2,3,29
2,3,30
2,7,13
2,7,14
2,7,25
2,8,13
2,8,14
2,8,25
2,8,29
2,8,30
2,13,35
2,13,40
2,14,25
2,14,30
2,18,35
2,19,25
